username,story_link_url,origin
deus24hr,mercadolivre.com/sec/1j9sdyw,Mercado Livre
deus24hr,mercadolivre.com/sec/27zm54s,Mercado Livre
deus24hr,mercadolivre.com/sec/2ks4zgn,Mercado Livre
deusfalandocomvoce,mercadolivre.com/sec/1j9sdyw,Mercado Livre
deusfalandocomvoce,mercadolivre.com/sec/2ks4zgn,Mercado Livre
deusfalandocomvoce,mercadolivre.com/sec/27zm54s,Mercado Livre
deusfalandocontigo,mercadolivre.com/sec/1j9sdyw,Mercado Livre
deusfalandocontigo,mercadolivre.com/sec/2ks4zgn,Mercado Livre
deusfalandocontigo,mercadolivre.com/sec/27zm54s,Mercado Livre
deuspodemudartudo,mercadolivre.com/sec/2ks4zgn,Mercado Livre
deuspodemudartudo,mercadolivre.com/sec/1j9sdyw,Mercado Livre
deuspodemudartudo,mercadolivre.com/sec/27zm54s,Mercado Livre
espetacular,mercadolivre.com/sec/2mwp6yy,Mercado Livre
espetacular,mercadolivre.com/sec/2pegawm,Mercado Livre
espetacular,mercadolivre.com/sec/2zhozmx,Mercado Livre
espetacular,mercadolivre.com/sec/1b9xbyb,Mercado Livre
expressandofe,mercadolivre.com/sec/2ks4zgn,Mercado Livre
expressandofe,mercadolivre.com/sec/1j9sdyw,Mercado Livre
expressandofe,mercadolivre.com/sec/27zm54s,Mercado Livre
fuzuera,mercadolivre.com/sec/2ks4zgn,Mercado Livre
fuzuera,mercadolivre.com/sec/1j9sdyw,Mercado Livre
fuzuera,mercadolivre.com/sec/27zm54s,Mercado Livre
ig.apaixonados,mercadolivre.com/sec/2ks4zgn,Mercado Livre
ig.apaixonados,mercadolivre.com/sec/1j9sdyw,Mercado Livre
ig.apaixonados,mercadolivre.com/sec/27zm54s,Mercado Livre
linguagem.secreta,mercadolivre.com/sec/1j9sdyw,Mercado Livre
linguagem.secreta,mercadolivre.com/sec/27zm54s,Mercado Livre
linguagem.secreta,mercadolivre.com/sec/2i8vymy,Mercado Livre
megaincrivel,mercadolivre.com/sec/1khwxkz,Mercado Livre
megaincrivel,mercadolivre.com/sec/1ohpqmh,Mercado Livre
megaincrivel,mercadolivre.com/sec/2m4bzpc,Mercado Livre
megaincrivel,mercadolivre.com/sec/2ohc4ex,Mercado Livre
megaincrivel,mercadolivre.com/sec/1rhb9qz,Mercado Livre
megaincrivel,mercadolivre.com/sec/1ra72bb,Mercado Livre
mentesapiente,mercadolivre.com/sec/1wppvvn,Mercado Livre
mentesapiente,mercadolivre.com/sec/12z4xy4,Mercado Livre
mentesapiente,s.shopee.com.br/12oscerzk,Shopee
mentesapiente,mercadolivre.com/sec/2truay7,Mercado Livre
motivei,mercadolivre.com/sec/2f9sblf,Mercado Livre
motivei,mercadolivre.com/sec/1sitf9x,Mercado Livre
motivei,mercadolivre.com/sec/31n9cmn,Mercado Livre
motivei,mercadolivre.com/sec/2zsgcke,Mercado Livre
musicaboa,mercadolivre.com/sec/2ks4zgn,Mercado Livre
musicaboa,mercadolivre.com/sec/1j9sdyw,Mercado Livre
musicaboa,mercadolivre.com/sec/27zm54s,Mercado Livre
nordeste_comedia,mercadolivre.com/sec/1j9sdyw,Mercado Livre
nordeste_comedia,mercadolivre.com/sec/2ks4zgn,Mercado Livre
nordeste_comedia,mercadolivre.com/sec/27zm54s,Mercado Livre
obstinado.br,mercadolivre.com/sec/345b1xw,Mercado Livre
obstinado.br,mercadolivre.com/sec/1pamd6g,Mercado Livre
obstinado.br,mercadolivre.com/sec/1eu5xcm,Mercado Livre
obstinado.br,mercadolivre.com/sec/2bm345b,Mercado Livre
obstinado.br,mercadolivre.com/sec/2puusnd,Mercado Livre
obstinado.br,mercadolivre.com/sec/2z1s2dt,Mercado Livre
ourevoltada,mercadolivre.com/sec/2ks4zgn,Mercado Livre
ourevoltada,mercadolivre.com/sec/1j9sdyw,Mercado Livre
ourevoltada,mercadolivre.com/sec/27zm54s,Mercado Livre
palavrasboas,google.com/url?q=https,Google
palavrasboas,google.com/url?q=https,Google
palavrasboas,google.com/url?q=https,Google
palavrasboas,google.com/url?q=https,Google
paradamusicais,mercadolivre.com/sec/2ks4zgn,Mercado Livre
paradamusicais,mercadolivre.com/sec/1j9sdyw,Mercado Livre
paradamusicais,mercadolivre.com/sec/27zm54s,Mercado Livre
preciseiveressafrase,mercadolivre.com/sec/2ks4zgn,Mercado Livre
preciseiveressafrase,mercadolivre.com/sec/1j9sdyw,Mercado Livre
preciseiveressafrase,mercadolivre.com/sec/27zm54s,Mercado Livre
receitas.criativass,mercadolivre.com/sec/2ks4zgn,Mercado Livre
receitas.criativass,mercadolivre.com/sec/1j9sdyw,Mercado Livre
receitas.criativass,mercadolivre.com/sec/2i8vymy,Mercado Livre
receitas.criativass,mercadolivre.com/sec/27zm54s,Mercado Livre
receitas.criativass,mercadolivre.com/sec/2nnkuwa,Mercado Livre
receitas.criativass,mercadolivre.com/sec/2sdgdgi,Mercado Livre
receitas.criativass,mercadolivre.com/sec/2wuq7xc,Mercado Livre
receitas.criativass,mercadolivre.com/sec/23cqcku,Mercado Livre
receitas.criativass,mercadolivre.com/sec/2ibktf8,Mercado Livre
receitas_veganas_simples_,mercadolivre.com/sec/2ks4zgn,Mercado Livre
receitas_veganas_simples_,mercadolivre.com/sec/1j9sdyw,Mercado Livre
receitas_veganas_simples_,mercadolivre.com/sec/27zm54s,Mercado Livre
reflitars,mercadolivre.com/sec/1hhx7ih,Mercado Livre
reflitars,mercadolivre.com/sec/2kxpkqf,Mercado Livre
reflitars,mercadolivre.com/sec/11mrupb,Mercado Livre
reflitars,mercadolivre.com/sec/11jbvaj,Mercado Livre
reflitars,mercadolivre.com/sec/2u9t6lw,Mercado Livre
reflitars,mercadolivre.com/sec/1mbggw7,Mercado Livre
resilienciamilionaria,google.com/url?q=https,Google
resilienciamilionaria,google.com/url?q=https,Google
resilienciamilionaria,google.com/url?q=https,Google
resilienciamilionaria,google.com/url?q=https,Google
respostademulher,mercadolivre.com/sec/2zeuth1,Mercado Livre
respostademulher,mercadolivre.com/sec/2g7fmph,Mercado Livre
respostademulher,mercadolivre.com/sec/2rsyjgz,Mercado Livre
respostademulher,mercadolivre.com/sec/12n6uqw,Mercado Livre
respostademulher,mercadolivre.com/sec/2jqmwyu,Mercado Livre
respostademulher,mercadolivre.com/sec/2yvgz6f,Mercado Livre
semspoiler,mercadolivre.com/sec/1ckzugm,Mercado Livre
semspoiler,mercadolivre.com/sec/1rqhvjh,Mercado Livre
semspoiler,mercadolivre.com/sec/237tyjs,Mercado Livre
semspoiler,mercadolivre.com/sec/2th31pd,Mercado Livre
semspoiler,mercadolivre.com/sec/136hl6p,Mercado Livre
sensacional,mercadolivre.com/sec/2mwp6yy,Mercado Livre
sigofraseando,mercadolivre.com/sec/2ks4zgn,Mercado Livre
sigofraseando,mercadolivre.com/sec/1j9sdyw,Mercado Livre
sigofraseando,mercadolivre.com/sec/27zm54s,Mercado Livre
smsindelicado,mercadolivre.com/sec/2dmwj9w,Mercado Livre
smsindelicado,mercadolivre.com/sec/1r6eewk,Mercado Livre
smsindelicado,mercadolivre.com/sec/17z9eb3,Mercado Livre
sobreautoestima,mercadolivre.com/sec/1j9sdyw,Mercado Livre
sobreautoestima,mercadolivre.com/sec/2nnkuwa,Mercado Livre
sobreautoestima,mercadolivre.com/sec/27zm54s,Mercado Livre
sobreautoestima,mercadolivre.com/sec/2m9tzxh,Mercado Livre
sobreautoestima,mercadolivre.com/sec/1efrguh,Mercado Livre
sobreautoestima,mercadolivre.com/sec/2truay7,Mercado Livre
tip0grafia2000,mercadolivre.com/sec/2ks4zgn,Mercado Livre
tip0grafia2000,mercadolivre.com/sec/1j9sdyw,Mercado Livre
tip0grafia2000,mercadolivre.com/sec/27zm54s,Mercado Livre
traumatizaram,mercadolivre.com/sec/2ks4zgn,Mercado Livre
traumatizaram,mercadolivre.com/sec/1j9sdyw,Mercado Livre
traumatizaram,mercadolivre.com/sec/27zm54s,Mercado Livre
uma.dose.de.caos,mercadolivre.com/sec/2ks4zgn,Mercado Livre
uma.dose.de.caos,mercadolivre.com/sec/1j9sdyw,Mercado Livre
uma.dose.de.caos,mercadolivre.com/sec/2i8vymy,Mercado Livre
uma.dose.de.caos,mercadolivre.com/sec/27zm54s,Mercado Livre
valordamente,mercadolivre.com/sec/2rxtq3t,Mercado Livre
valordamente,mercadolivre.com/sec/15tes6m,Mercado Livre
valordamente,mercadolivre.com/sec/2szgx7g,Mercado Livre
valordamente,mercadolivre.com/sec/1eck6h9,Mercado Livre
valordamente,mercadolivre.com/sec/2gpnqgp,Mercado Livre
valordamente,mercadolivre.com/sec/2vak7kr,Mercado Livre
vencinavida,mercadolivre.com/sec/12teejr,Mercado Livre
vencinavida,mercadolivre.com/sec/1myy7jt,Mercado Livre
vencinavida,mercadolivre.com/sec/2mrafsy,Mercado Livre
vencinavida,mercadolivre.com/sec/33dqlph,Mercado Livre
vencinavida,mercadolivre.com/sec/27xs4p5,Mercado Livre
vivapradeus,mercadolivre.com/sec/2ks4zgn,Mercado Livre
vivapradeus,mercadolivre.com/sec/1j9sdyw,Mercado Livre
vivapradeus,mercadolivre.com/sec/27zm54s,Mercado Livre
vozdoevangellhoo,mercadolivre.com/sec/1j9sdyw,Mercado Livre
vozdoevangellhoo,mercadolivre.com/sec/2ks4zgn,Mercado Livre
vozdoevangellhoo,mercadolivre.com/sec/27zm54s,Mercado Livre
